"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
"41700","48","05905","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (West)--Inside Loop I-410",124558.622,0.053 
"41700","48","05906","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (Southwest)--Inside Loop I-410",126239.404,0.054 
"41700","48","05907","TX","San Antonio-New Braunfels, TX (Metro)","Bexar County (South)--San Antonio City (Far South)",111283.365,0.048 
"41700","48","05908","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (West)--Between Loop TX-1604 & Loop I-410",110762.788,0.048 
"41700","48","05909","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio (Northwest) & Leon Valley Cities",114813.765,0.049 
"41700","48","05910","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410",116757.542,0.05 
"41700","48","05911","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (North), Hollywood Park Town & Shavano Park City",121784.736,0.052 
"41700","48","05912","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410",112014.987,0.048 
"41700","48","05913","TX","San Antonio-New Braunfels, TX (Metro)","San Antonio (Northeast), Kirby & Windcrest Cities",111627.53,0.048 
"41700","48","05914","TX","San Antonio-New Braunfels, TX (Metro)","Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities",110026.837,0.047 
"41700","48","05915","TX","San Antonio-New Braunfels, TX (Metro)","Bexar County (North)--San Antonio City (Far North) & Timberwood Park",108276.789,0.046 
"41700","48","05916","TX","San Antonio-New Braunfels, TX (Metro)","Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",110523.604,0.047 
"41700","48","06000","TX","San Antonio-New Braunfels, TX (Metro)","Alamo Area COG (Northwest) & Blanco County",38880,0.017 
"41700","48","06100","TX","San Antonio-New Braunfels, TX (Metro)","Alamo Area COG (Southwest)",116560,0.05 
"41740","06","07301","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Northwest)--Oceanside City & Camp Pendleton",200988.044,0.062 
"41740","06","07302","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",123039.467,0.038 
"41740","06","07303","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Northwest)--Vista City",112780.994,0.035 
"41740","06","07304","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Northwest)--Carlsbad City",120942.437,0.037 
"41740","06","07305","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",121791.159,0.037 
"41740","06","07306","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Northwest)--Escondido City (East)",144935.454,0.044 
"41740","06","07307","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",111267,0.034 
"41740","06","07308","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",131509.823,0.04 
"41740","06","07309","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",170425.597,0.052 
"41740","06","07310","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (West)--San Diego City (Southwest/Central Coastal)",176232.758,0.054 
"41740","06","07311","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",117198.569,0.036 
"41740","06","07312","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)",115992.434,0.036 
"41740","06","07313","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Central)--El Cajon & Santee Cities",185218.673,0.057 
"41740","06","07314","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",156249.295,0.048 
"41740","06","07315","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)",159420.671,0.049 
"41740","06","07316","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",174565.888,0.053 
"41740","06","07317","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (South Central)--San Diego City (Central/Mid-City)",171897.419,0.053 
"41740","06","07318","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",164267.351,0.05 
"41740","06","07319","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",136818.293,0.042 
"41740","06","07320","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",142669.734,0.044 
"41740","06","07321","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (Southwest)--Chula Vista (West) & National City Cities",182978.257,0.056 
"41740","06","07322","CA","San Diego-Carlsbad, CA (Metro)","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",142241.683,0.044 
"41760","16","00100","ID","Sandpoint, ID (Micro)","Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",41585,1 
"41780","39","00700","OH","Sandusky, OH (Micro)","Erie & Sandusky Counties",75828,1 
"41820","37","01500","NC","Sanford, NC (Micro)","Chatham & Lee Counties",59662,1 
"41860","06","00101","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (North)--Berkeley & Albany Cities",139857.251,0.03 
"41860","06","00102","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities",168626.764,0.037 
"41860","06","00103","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",133574.72,0.029 
"41860","06","00104","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (North Central)--Oakland City (South Central)",132912.334,0.029 
"41860","06","00105","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",174432.506,0.038 
"41860","06","00106","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",143732.368,0.031 
"41860","06","00107","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (Central)--Hayward City",155361.984,0.034 
"41860","06","00108","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",144425.686,0.031 
"41860","06","00109","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (South Central)--Fremont City (East)",202410.569,0.044 
"41860","06","00110","CA","San Francisco-Oakland-Hayward, CA (Metro)","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",215586.818,0.047 
"41860","06","01301","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",121594.963,0.026 
"41860","06","01302","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",125720.274,0.027 
"41860","06","01303","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",137324.962,0.03 
"41860","06","01304","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",124780.585,0.027 
"41860","06","01305","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (South)--San Ramon City & Danville Town",131985.576,0.029 
"41860","06","01306","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",118876.538,0.026 
"41860","06","01307","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",127630.376,0.028 
"41860","06","01308","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (Northeast)--Antioch City",113581.648,0.025 
"41860","06","01309","CA","San Francisco-Oakland-Hayward, CA (Metro)","Contra Costa County (East)--Brentwood & Oakley Cities",109844.078,0.024 
"41860","06","04101","CA","San Francisco-Oakland-Hayward, CA (Metro)","Marin County (North & West)--Novato & San Rafael (North) Cities",108311.729,0.024 
"41860","06","04102","CA","San Francisco-Oakland-Hayward, CA (Metro)","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",152438.271,0.033 
"41860","06","07501","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (North & West)--Richmond District",144968.481,0.032 
"41860","06","07502","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (North & East)--North Beach & Chinatown",113305.06,0.025 
"41860","06","07503","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (Central)--South of Market & Potrero",136636.838,0.03 
"41860","06","07504","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (Central)--Inner Mission & Castro",112895.359,0.025 
"41860","06","07505","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (Central)--Sunset District (North)",111514.868,0.024 
"41860","06","07506","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (South Central)--Sunset District (South)",117331.138,0.026 
"41860","06","07507","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Francisco County (South Central)--Bayview & Hunters Point",115817.257,0.025 
"41860","06","08101","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",144965.9,0.032 
"41860","06","08102","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",123936.41,0.027 
"41860","06","08103","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",110081.464,0.024 
"41860","06","08104","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",125334.364,0.027 
"41860","06","08105","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",134352.432,0.029 
"41860","06","08106","CA","San Francisco-Oakland-Hayward, CA (Metro)","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",119910.43,0.026 
"41940","06","05303","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Monterey (South & East) & San Benito Counties",58267,0.03 
"41940","06","08501","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",207704.044,0.106 
"41940","06","08502","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities",155915.212,0.08 
"41940","06","08503","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities",138534.939,0.071 
"41940","06","08504","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities",137167.402,0.07 
"41940","06","08505","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock",112763.347,0.058 
"41940","06","08506","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",117294.51,0.06 
"41940","06","08507","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",145213.116,0.074 
"41940","06","08508","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose (West Central) & Campbell Cities",141881.471,0.073 
"41940","06","08509","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (Northwest)",129526.845,0.066 
"41940","06","08510","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (Central)",160004,0.082 
"41940","06","08511","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park",110830.078,0.057 
"41940","06","08512","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)",112081.705,0.057 
"41940","06","08513","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (Southeast/Evergreen)",115786.604,0.059 
"41940","06","08514","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","Santa Clara County (Central)--San Jose City (East Central/East Valley)",109901.727,0.056 
"42020","06","07901","CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metro)","San Luis Obispo County (West)--Coastal Region",168760.979,0.605 
"42020","06","07902","CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metro)","San Luis Obispo County (East)--Inland Region",110322.021,0.395 
"42100","06","08701","CA","Santa Cruz-Watsonville, CA (Metro)","Santa Cruz County (North)--Watsonville & Scotts Valley Cities",147046.314,0.541 
"42100","06","08702","CA","Santa Cruz-Watsonville, CA (Metro)","Santa Cruz County (South & Coastal)--Santa Cruz City",124757.686,0.459 
"42140","35","00500","NM","Santa Fe, NM (Metro)","Santa Fe County",148164,1 
"42200","06","08301","CA","Santa Maria-Santa Barbara, CA (Metro)","Santa Barbara County (Northwest)--Santa Maria City & Orcutt",126490.569,0.287 
"42200","06","08302","CA","Santa Maria-Santa Barbara, CA (Metro)","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",106608.816,0.242 
"42200","06","08303","CA","Santa Maria-Santa Barbara, CA (Metro)","Santa Barbara County--South Coast Region",207568.615,0.471 
"42220","06","09701","CA","Santa Rosa, CA (Metro)","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",185157.813,0.37 
"42220","06","09702","CA","Santa Rosa, CA (Metro)","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",124228.803,0.248 
"42220","06","09703","CA","Santa Rosa, CA (Metro)","Sonoma County (Central)--Santa Rosa City",190905.384,0.382 
"42300","26","00200","MI","Sault Ste. Marie, MI (Micro)","Eastern Upper Peninsula",38321,1 
"42340","13","00200","GA","Savannah, GA (Metro)","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",33906,0.091 
"42340","13","00300","GA","Savannah, GA (Metro)","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",55423,0.149 
"42340","13","00401","GA","Savannah, GA (Metro)","Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City",170381.399,0.457 
"42340","13","00402","GA","Savannah, GA (Metro)","Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)",112997.601,0.303 
"42380","42","00400","PA","Sayre, PA (Micro)","Bradford, Tioga & Sullivan Counties",61784,1 
"42420","31","00100","NE","Scottsbluff, NE (Micro)","North Central & Northwest Nebraska",38532,1 
"42460","01","00400","AL","Scottsboro, AL (Micro)","DeKalb & Jackson Counties",52665,1 
"42540","42","00701","PA","Scranton--Wilkes-Barre--Hazleton, PA (Metro)","Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs",109556.182,0.196 
"42540","42","00702","PA","Scranton--Wilkes-Barre--Hazleton, PA (Metro)","Lackawanna (Outside Greater Scranton City) & Wyoming Counties",131293.818,0.235 
"42540","42","00801","PA","Scranton--Wilkes-Barre--Hazleton, PA (Metro)","Luzerne County (East)--Kingston Borough",127652.607,0.228 
"42540","42","00802","PA","Scranton--Wilkes-Barre--Hazleton, PA (Metro)","Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities",126869.737,0.227 
"42540","42","00803","PA","Scranton--Wilkes-Barre--Hazleton, PA (Metro)","Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough",64306.656,0.115 
"42620","05","00800","AR","Searcy, AR (Micro)","White, Jackson, Prairie & Woodruff Counties",78592,1 
"42660","53","11501","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (Central)--Tacoma City (Central)",125659.862,0.034 
"42660","53","11502","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (Northwest)--Peninsula Region & Tacoma City (West)",114936.781,0.031 
"42660","53","11503","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (West Central)--Lakewood City & Joint Base Lewis-McChord",112549.457,0.031 
"42660","53","11504","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway",130913.648,0.036 
"42660","53","11505","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities",112028.472,0.031 
"42660","53","11506","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (East Central)--Puyallup City & South Hill",125939.185,0.034 
"42660","53","11507","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge",109900.594,0.03 
"42660","53","11601","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Seattle City (Northwest)",148243.431,0.04 
"42660","53","11602","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Seattle City (Northeast)",127892.323,0.035 
"42660","53","11603","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Seattle City (Downtown)--Queen Anne & Magnolia",125892.323,0.034 
"42660","53","11604","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Seattle City (Southeast)--Capitol Hill",115682.305,0.032 
"42660","53","11605","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Seattle City (West)--Duwamish & Beacon Hill",137654.307,0.037 
"42660","53","11606","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",121839.549,0.033 
"42660","53","11607","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",140422.212,0.038 
"42660","53","11608","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Northwest Central)--Greater Bellevue City",141087.802,0.038 
"42660","53","11609","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",141299.972,0.038 
"42660","53","11610","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",136370.515,0.037 
"42660","53","11611","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",133393.67,0.036 
"42660","53","11612","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",130116.341,0.035 
"42660","53","11613","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Southwest Central)--Kent City",130046.335,0.035 
"42660","53","11614","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Southwest)--Auburn City & Lakeland",115515.369,0.031 
"42660","53","11615","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",122087.26,0.033 
"42660","53","11616","WA","Seattle-Tacoma-Bellevue, WA (Metro)","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",112423.284,0.031 
"42660","53","11701","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities",120311.277,0.033 
"42660","53","11702","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities",118751.296,0.032 
"42660","53","11703","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (Central)--Everett City (Central & East) & Eastmont",122698.634,0.033 
"42660","53","11704","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs",120771.285,0.033 
"42660","53","11705","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities",132993.444,0.036 
"42660","53","11706","WA","Seattle-Tacoma-Bellevue, WA (Metro)","Snohomish County (North)--Marysville & Arlington Cities",144057.064,0.039 
"42680","12","06100","FL","Sebastian-Vero Beach, FL (Metro)","Indian River County",144755,1 
"42700","12","02700","FL","Sebring, FL (Metro)","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",87422.542,0.89 
"42700","12","09300","FL","Sebring, FL (Metro)","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",10813.458,0.11 
"42740","29","00700","MO","Sedalia, MO (Micro)","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",42225,1 
"42780","42","01100","PA","Selinsgrove, PA (Micro)","Mifflin, Union, Snyder & Juniata Counties",40323,1 
"42820","01","01700","AL","Selma, AL (Micro)","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",41711,1 
"42860","45","00101","SC","Seneca, SC (Micro)","Pickens & Oconee Counties--Easley & Clemson Cities",75192,1 
"42900","36","00800","NY","Seneca Falls, NY (Micro)","Wayne & Seneca Counties",34884,1 
"42940","47","01500","TN","Sevierville, TN (Micro)","Sevier & Jefferson Counties",95110,1 
"42980","18","02900","IN","Seymour, IN (Micro)","Bartholomew & Jackson Counties--Columbus City",43705,1 
"43020","55","01400","WI","Shawano, WI (Micro)","East Central Wisconsin",46101,1 
"43060","40","01101","OK","Shawnee, OK (Micro)","Grady, McClain & Pottawatomie (South) Counties",18932.574,0.264 
"43060","40","01102","OK","Shawnee, OK (Micro)","Pottawatomie (North), Logan & Lincoln Counties--Shawnee City",52878.426,0.736 
"43100","55","02500","WI","Sheboygan, WI (Metro)","Sheboygan County",115290,1 
"43140","37","02600","NC","Shelby, NC (Micro)","Rutherford, Cleveland (West) & Polk Counties--Shelby City",49473.346,0.51 
"43140","37","02700","NC","Shelby, NC (Micro)","Lincoln & Cleveland (East) Counties",47602.654,0.49 
"43180","47","02700","TN","Shelbyville, TN (Micro)","Maury, Bedford & Marshall Counties",46627,1 
"43220","53","11300","WA","Shelton, WA (Micro)","Grays Harbor & Mason Counties",60711,1 
"43260","56","00100","WY","Sheridan, WY (Micro)","Sheridan, Park, Teton, Lincoln & Big Horn Counties",30032,1 
"43300","48","00800","TX","Sherman-Denison, TX (Metro)","Texoma COG--Grayson, Cooke & Fannin Counties",123534,1 
"43320","04","00300","AZ","Show Low, AZ (Micro)","Navajo & Apache Counties",108101,1 
"43340","22","00100","LA","Shreveport-Bossier City, LA (Metro)","Coordinating & Development Corporation 1--Shreveport City (North)",129854.719,0.292 
"43340","22","00101","LA","Shreveport-Bossier City, LA (Metro)","Coordinating & Development Corporation 2--Shreveport City (South)",122748.281,0.276 
"43340","22","00200","LA","Shreveport-Bossier City, LA (Metro)","Coordinating & Development Corporation 3--Bossier & Webster Parishes",165397,0.372 
"43340","22","00300","LA","Shreveport-Bossier City, LA (Metro)","Coordinating & Development Corporation 4--Northwest Louisiana",27142,0.061 
"43380","39","04500","OH","Sidney, OH (Micro)","Darke, Shelby & Preble Counties",48951,1 
"43420","04","00900","AZ","Sierra Vista-Douglas, AZ (Metro)","Cochise & Santa Cruz Counties--Sierra Vista City",127448,1 
"43460","29","02200","MO","Sikeston, MO (Micro)","Cape Girardeau, Scott & Bollinger Counties",38903,1 
"43500","35","00900","NM","Silver City, NM (Micro)","Southwest New Mexico",29096,1 
"43580","19","02000","IA","Sioux City, IA-NE-SD (Metro)","Woodbury & Plymouth Counties--Sioux City",127145,0.753 
"43580","31","00200","NE","Sioux City, IA-NE-SD (Metro)","Northeast Nebraska",26632,0.158 
"43580","46","00500","SD","Sioux City, IA-NE-SD (Metro)","Southeast South Dakota (Outside Sioux Falls City)",15029,0.089 
"43620","46","00500","SD","Sioux Falls, SD (Metro)","Southeast South Dakota (Outside Sioux Falls City)",79507.991,0.32 
"43620","46","00600","SD","Sioux Falls, SD (Metro)","Sioux Falls City",168843.009,0.68 
"43660","48","02600","TX","Snyder, TX (Micro)","West Central Texas COG (Outside Taylor County)",17328,1 
"43700","21","00700","KY","Somerset, KY (Micro)","Lake Cumberland Area Development District (East)",63825,1 
"43740","42","03800","PA","Somerset, PA (Micro)","Somerset, Bedford & Fulton Counties",76218,1 
"43760","06","00300","CA","Sonora, CA (Micro)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",53831,1 
"43780","18","00401","IN","South Bend-Mishawaka, IN-MI (Metro)","St. Joseph County (North)--South Bend City",114301.422,0.358 
"43780","18","00402","IN","South Bend-Mishawaka, IN-MI (Metro)","St. Joseph County (Outside South Bend City)--Mishawaka City",153316.578,0.48 
"43780","26","02300","MI","South Bend-Mishawaka, IN-MI (Metro)","Van Buren & Cass Counties",51608,0.162 
"43900","45","00301","SC","Spartanburg, SC (Metro)","Spartanburg County (Central)--Spartanburg City",119160.869,0.371 
"43900","45","00302","SC","Spartanburg, SC (Metro)","Spartanburg County (Outside Spartanburg City)--Greer City (East)",174381.131,0.543 
"43900","45","00400","SC","Spartanburg, SC (Metro)","Cherokee, Newberry, Chester & Union Counties",27876,0.087 
"43940","46","00100","SD","Spearfish, SD (Micro)","West South Dakota--Rapid City",24657,1 
"43980","19","00100","IA","Spencer, IA (Micro)","Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",16515,1 
"44020","19","00100","IA","Spirit Lake, IA (Micro)","Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",16935,1 
"44060","53","10400","WA","Spokane-Spokane Valley, WA (Metro)","Stevens, Okanogan, Pend Oreille & Ferry Counties",56635,0.105 
"44060","53","10501","WA","Spokane-Spokane Valley, WA (Metro)","Spokane County (North Central)--Spokane City (North)",129865.852,0.24 
"44060","53","10502","WA","Spokane-Spokane Valley, WA (Metro)","Spokane County (South Central)--Spokane City (South)",121449.249,0.225 
"44060","53","10503","WA","Spokane-Spokane Valley, WA (Metro)","Spokane County (East Central)--Greater Spokane Valley City",125033.166,0.231 
"44060","53","10504","WA","Spokane-Spokane Valley, WA (Metro)","Spokane County (Outer)--Cheney City",107969.734,0.2 
"44100","17","01300","IL","Springfield, IL (Metro)","Sangamon County--Springfield City",198997,0.941 
"44100","17","01602","IL","Springfield, IL (Metro)","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",12570,0.059 
"44140","25","00200","MA","Springfield, MA (Metro)","Franklin & Hampshire (North) Counties",51285.053,0.082 
"44140","25","01600","MA","Springfield, MA (Metro)","Hampden (West & East) & Hampshire (South) Counties--Northampton City",145877.36,0.232 
"44140","25","01900","MA","Springfield, MA (Metro)","Hampden County (Central)--Springfield City",154602.521,0.246 
"44140","25","01901","MA","Springfield, MA (Metro)","Hampden County (West of Springfield City)--Westfield & Holyoke Cities",148789.523,0.237 
"44140","25","01902","MA","Springfield, MA (Metro)","Hampden County (East of Springfield City)--Chicopee City",128545.542,0.204 
"44180","29","01300","MO","Springfield, MO (Metro)","Laclede, Polk, Benton, Dallas & Hickory Counties",47443,0.105 
"44180","29","02601","MO","Springfield, MO (Metro)","Christian, Greene (Outside Springfield City) & Webster Counties",159014.92,0.352 
"44180","29","02602","MO","Springfield, MO (Metro)","Greene County--Springfield City (North)",122217.795,0.27 
